"","Year","Period","State","Data Item","Value"
"919",2013,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",34
"920",2013,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",175950000
"921",2013,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",5175000
"922",2013,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2200729000
"923",2013,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",27573000
"924",2013,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",665
"925",2014,"YEAR","CALIFORNIA","ACRES HARVESTED",41500
"926",2014,"YEAR","CALIFORNIA","ACRES PLANTED",41500
"927",2014,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",87.6
"928",2014,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",2.21e+09
"929",2014,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",22100000
"930",2014,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",88.4
"931",2014,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",41.5
"932",2014,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",227918000
"933",2014,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",5492000
"934",2014,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2437918000
"935",2014,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",27592000
"936",2014,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",665
"937",2015,"YEAR","CALIFORNIA","ACRES HARVESTED",40500
"938",2015,"YEAR","CALIFORNIA","ACRES PLANTED",40500
"939",2015,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",73.9
"940",2015,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1596240000
"941",2015,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",21600000
"942",2015,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",67.7
"943",2015,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",45.8
"944",2015,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",279243000
"945",2015,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",6097000
"946",2015,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",1875483000
"947",2015,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",27697000
"948",2015,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",685
"949",2016,"YEAR","CALIFORNIA","ACRES HARVESTED",38200
"950",2016,"YEAR","CALIFORNIA","ACRES PLANTED",38500
"951",2016,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",123
"952",2016,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",2562053000
"953",2016,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",20829700
"954",2016,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",27100
"955",2016,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",105
"956",2016,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",45.9
"957",2016,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",287573000
"958",2016,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN CWT",6075000
"959",2016,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",6265200
"960",2016,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2849626000
"961",2016,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",27122000
"962",2016,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",27094900
"963",2016,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",710
"964",2017,"YEAR","CALIFORNIA","ACRES HARVESTED",38100
"965",2017,"YEAR","CALIFORNIA","ACRES PLANTED",39000
"966",2017,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",123
"967",2017,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",2336520000
"968",2017,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",18996100
"969",2017,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",24600
"970",2017,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",103
"971",2017,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",35
"972",2017,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",645
"973",2017,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",194383000
"974",2017,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",5553800
"975",2017,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",270313
"976",2017,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2530903000
"977",2017,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",24574500
"978",2017,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",24549900
"979",2017,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",645
"980",2018,"YEAR","CALIFORNIA","ACRES HARVESTED",36300
"981",2018,"YEAR","CALIFORNIA","ACRES PLANTED",36300
"982",2018,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",104
"983",2018,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",1964352000
"984",2018,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",18888000
"985",2018,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",24000
"986",2018,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",90.9
"987",2018,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",42.2
"988",2018,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",730
"989",2018,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",214714000
"990",2018,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",5088000
"991",2018,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS",276358
"992",2018,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2179066000
"993",2018,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",2.4e+07
"994",2018,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",23976000
"995",2018,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",660
"996",2019,"YEAR","CALIFORNIA","ACRES HARVESTED",34900
"997",2019,"YEAR","CALIFORNIA","ACRES PLANTED",35300
"998",2019,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"999",2019,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1000",2019,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1001",2019,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",21300
"1002",2019,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",110
"1003",2019,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1004",2019,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1005",2019,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1006",2019,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2342148000
"1007",2019,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",21300000
"1008",2019,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",21278700
"1009",2019,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",610
"1010",2020,"YEAR","CALIFORNIA","ACRES HARVESTED",37600
"1011",2020,"YEAR","CALIFORNIA","ACRES PLANTED",38000
"1012",2020,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1013",2020,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1014",2020,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1015",2020,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",48800
"1016",2020,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",93.1
"1017",2020,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1018",2020,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1019",2020,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1020",2020,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2267175000
"1021",2020,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",24400000
"1022",2020,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",24351200
"1023",2020,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",650
"1024",2021,"YEAR","CALIFORNIA","ACRES HARVESTED",40200
"1025",2021,"YEAR","CALIFORNIA","ACRES PLANTED",40200
"1026",2021,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1027",2021,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1028",2021,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1029",2021,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",75300
"1030",2021,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",125
"1031",2021,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1032",2021,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1033",2021,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1034",2021,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",3132279000
"1035",2021,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",25100000
"1036",2021,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",25024700
"1037",2021,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",625
"1038",2022,"YEAR","CALIFORNIA","ACRES HARVESTED",43500
"1039",2022,"YEAR","CALIFORNIA","ACRES PLANTED",43600
"1040",2022,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1041",2022,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1042",2022,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1043",2022,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",25700
"1044",2022,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",108
"1045",2022,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1046",2022,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1047",2022,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1048",2022,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",2781768000
"1049",2022,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",25700000
"1050",2022,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",25674300
"1051",2022,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",590
"1052",2023,"YEAR","CALIFORNIA","ACRES HARVESTED",42700
"1053",2023,"YEAR","CALIFORNIA","ACRES PLANTED",43100
"1054",2023,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1055",2023,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1056",2023,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1057",2023,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",25800
"1058",2023,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",121
"1059",2023,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1060",2023,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1061",2023,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1062",2023,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",3110040000
"1063",2023,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",25800000
"1064",2023,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",25774200
"1065",2023,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",605
"1066",2024,"YEAR","CALIFORNIA","ACRES HARVESTED",45000
"1067",2024,"YEAR","CALIFORNIA","ACRES PLANTED",45300
"1068",2024,"YEAR","CALIFORNIA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1069",2024,"YEAR","CALIFORNIA","FRESH MARKET - PRODUCTION, MEASURED IN $",NA
"1070",2024,"YEAR","CALIFORNIA","FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1071",2024,"YEAR","CALIFORNIA","NOT SOLD - PRODUCTION, MEASURED IN CWT",58000
"1072",2024,"YEAR","CALIFORNIA","PRICE RECEIVED, MEASURED IN $ / CWT",119
"1073",2024,"YEAR","CALIFORNIA","PROCESSING - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1074",2024,"YEAR","CALIFORNIA","PROCESSING - PRODUCTION, MEASURED IN $",NA
"1075",2024,"YEAR","CALIFORNIA","PROCESSING, UTILIZED - PRODUCTION, MEASURED IN CWT",NA
"1076",2024,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN $",3456522000
"1077",2024,"YEAR","CALIFORNIA","PRODUCTION, MEASURED IN CWT",2.9e+07
"1078",2024,"YEAR","CALIFORNIA","UTILIZED - PRODUCTION, MEASURED IN CWT",28942000
"1079",2024,"YEAR","CALIFORNIA","YIELD, MEASURED IN CWT / ACRE",645
"1080",1998,"YEAR","FLORIDA","ACRES HARVESTED",6200
"1081",1998,"YEAR","FLORIDA","ACRES PLANTED",6200
"1082",1998,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",100
"1083",1998,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",161200000
"1084",1998,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1612000
"1085",1998,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",100
"1086",1998,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",161200000
"1087",1998,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1612000
"1088",1998,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",260
"1089",1999,"YEAR","FLORIDA","ACRES HARVESTED",6200
"1090",1999,"YEAR","FLORIDA","ACRES PLANTED",6200
"1091",1999,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",81
"1092",1999,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",150660000
"1093",1999,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1860000
"1094",1999,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",81
"1095",1999,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",150660000
"1096",1999,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1860000
"1097",1999,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",300
"1098",2000,"YEAR","FLORIDA","ACRES HARVESTED",6300
"1099",2000,"YEAR","FLORIDA","ACRES PLANTED",6300
"1100",2000,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",76
"1101",2000,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",167580000
"1102",2000,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2205000
"1103",2000,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",76
"1104",2000,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",167580000
"1105",2000,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2205000
"1106",2000,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",350
"1107",2001,"YEAR","FLORIDA","ACRES HARVESTED",6500
"1108",2001,"YEAR","FLORIDA","ACRES PLANTED",6500
"1109",2001,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",99
"1110",2001,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",167310000
"1111",2001,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1690000
"1112",2001,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",99
"1113",2001,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",167310000
"1114",2001,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1690000
"1115",2001,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",260
"1116",2002,"YEAR","FLORIDA","ACRES HARVESTED",6900
"1117",2002,"YEAR","FLORIDA","ACRES PLANTED",6900
"1118",2002,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",162
"1119",2002,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",153472000
"1120",2002,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1760000
"1121",2002,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",87.2
"1122",2002,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",153472000
"1123",2002,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1760000
"1124",2002,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",255
"1125",2003,"YEAR","FLORIDA","ACRES HARVESTED",7100
"1126",2003,"YEAR","FLORIDA","ACRES PLANTED",7100
"1127",2003,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",170
"1128",2003,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",129177000
"1129",2003,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1562000
"1130",2003,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",82.7
"1131",2003,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",129177000
"1132",2003,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1562000
"1133",2003,"YEAR","FLORIDA","SPRING - PRICE RECEIVED, MEASURED IN $ / CWT",170
"1134",2003,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",220
"1135",2004,"YEAR","FLORIDA","ACRES HARVESTED",7100
"1136",2004,"YEAR","FLORIDA","ACRES PLANTED",7100
"1137",2004,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",174
"1138",2004,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",177997000
"1139",2004,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1633000
"1140",2004,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",109
"1141",2004,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",177997000
"1142",2004,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1633000
"1143",2004,"YEAR","FLORIDA","SPRING - PRICE RECEIVED, MEASURED IN $ / CWT",119
"1144",2004,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",230
"1145",2005,"YEAR","FLORIDA","ACRES HARVESTED",7300
"1146",2005,"YEAR","FLORIDA","ACRES PLANTED",7300
"1147",2005,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",52.4
"1148",2005,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",196790000
"1149",2005,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1789000
"1150",2005,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",110
"1151",2005,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",196790000
"1152",2005,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1789000
"1153",2005,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",245
"1154",2006,"YEAR","FLORIDA","ACRES HARVESTED",7300
"1155",2006,"YEAR","FLORIDA","ACRES PLANTED",7400
"1156",2006,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",97.6
"1157",2006,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",239148000
"1158",2006,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2044000
"1159",2006,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",117
"1160",2006,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",239148000
"1161",2006,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2044000
"1162",2006,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",280
"1163",2007,"YEAR","FLORIDA","ACRES HARVESTED",6600
"1164",2007,"YEAR","FLORIDA","ACRES PLANTED",6600
"1165",2007,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",88.7
"1166",2007,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",261888000
"1167",2007,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2112000
"1168",2007,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",124
"1169",2007,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",261888000
"1170",2007,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2112000
"1171",2007,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",320
"1172",2008,"YEAR","FLORIDA","ACRES HARVESTED",6900
"1173",2008,"YEAR","FLORIDA","ACRES PLANTED",6900
"1174",2008,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",203
"1175",2008,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",249366000
"1176",2008,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1794000
"1177",2008,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",139
"1178",2008,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",249366000
"1179",2008,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1794000
"1180",2008,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",260
"1181",2009,"YEAR","FLORIDA","ACRES HARVESTED",8800
"1182",2009,"YEAR","FLORIDA","ACRES PLANTED",8800
"1183",2009,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",203.1
"1184",2009,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",313632000
"1185",2009,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2376000
"1186",2009,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",132
"1187",2009,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",313632000
"1188",2009,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2376000
"1189",2009,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",270
"1190",2010,"YEAR","FLORIDA","ACRES HARVESTED",8800
"1191",2010,"YEAR","FLORIDA","ACRES PLANTED",8800
"1192",2010,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1193",2010,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",362032000
"1194",2010,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",1936000
"1195",2010,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",187
"1196",2010,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",362032000
"1197",2010,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",1936000
"1198",2010,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",220
"1199",2011,"YEAR","FLORIDA","ACRES HARVESTED",9900
"1200",2011,"YEAR","FLORIDA","ACRES PLANTED",9900
"1201",2011,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1202",2011,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",366300000
"1203",2011,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2475000
"1204",2011,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",148
"1205",2011,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",366300000
"1206",2011,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2475000
"1207",2011,"YEAR","FLORIDA","YIELD, MEASURED IN CWT / ACRE",250
"1208",2012,"YEAR","FLORIDA","ACRES HARVESTED",10600
"1209",2012,"YEAR","FLORIDA","ACRES PLANTED",10700
"1210",2012,"YEAR","FLORIDA","FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",NA
"1211",2012,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN $",244860000
"1212",2012,"YEAR","FLORIDA","FRESH MARKET - PRODUCTION, MEASURED IN CWT",2226000
"1213",2012,"YEAR","FLORIDA","PRICE RECEIVED, MEASURED IN $ / CWT",110
"1214",2012,"YEAR","FLORIDA","PRODUCTION, MEASURED IN $",244860000
"1215",2012,"YEAR","FLORIDA","PRODUCTION, MEASURED IN CWT",2226000
